2022-06-01, 70, 31, 33.6
2022-07-01, 73, 31.8, 35.04
2022-08-04, 75, 32.5, 36
2022-12-01, 75, 37, 36
2023-02-02, 68, 37, 32.64
2023-09-14, 73, 38, 35.04
